,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,epsPos,epsNeg,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
27,-0.06660746,-0.029248768,-0.046279492,-0.056552962,-0.082954226,ABX,760000000,-350000000,283000000,2234000000,209000000,-15000000,-14000000,-31000000,1059000000,-194000000,14.51,20893000000,1390000000,1069000000,,93000000,,-31000000,984000000,,1000000,0.22,0.01,0.21,1,0,,1330000000,838000000,-416000000,51000000,255000000,-121000000,1890000000,49000000,6345000000,1213000000,1,1781000000,1781000000,-25000000,-314000000,-314000000,-467000000,406000000,7701000000,,15.52,984000000,4020000000,-70000000,,86000000,612000000,,6130000000,53000000,-131000000,13806000000,12/31/2017,,-11759000000,62000000,6423000000,,0.048,10/26/2017,25308000000,-126000000,590000000,-256000000,4684000000,1747000000,14241000000,1244000000,-1400000000,2228000000,9286000000,-131000000
28,-0.291645044,-0.066347469,-0.021505376,-0.175226586,-0.022972481,ABX,1046000000,-326000000,283000000,2384000000,150000000,66000000,-76000000,-106000000,180000000,-60000000,13.34,20897000000,1142000000,1071000000,,345000000,,-31000000,509000000,,-1000000,0.15,0.01,0.14,1,0,,1330000000,648000000,393000000,201000000,255000000,-117000000,1887000000,-5000000,6331000000,1233000000,1,1787000000,1787000000,-23000000,158000000,158000000,192000000,173000000,7894000000,,13.7,509000000,4027000000,-18000000,,352000000,595000000,,6088000000,21000000,-129000000,13755000000,3/31/2018,,-11572000000,50000000,6401000000,,0.071,2/15/2018,25396000000,-72000000,507000000,-284000000,4796000000,1698000000,14130000000,1281000000,-116000000,1790000000,9479000000,-129000000
29,-0.328133125,0.0336,-0.1095796,-0.197515528,0.034984556,ABX,944000000,-313000000,283000000,2085000000,-299000000,-21000000,-72000000,-98000000,79000000,-3000000,13.38,20900000000,1171000000,1072000000,,350000000,,-32000000,327000000,,-1000000,0.07,-0.05,0.12,0,1,,1330000000,541000000,40000000,116000000,230000000,-115000000,1940000000,-39000000,5702000000,1214000000,1,1750000000,1750000000,-8000000,-94000000,-94000000,-76000000,194000000,7796000000,,12.93,327000000,4046000000,-52000000,,356000000,536000000,,6144000000,49000000,-126000000,13727000000,6/30/2018,,-11701000000,75000000,6392000000,,-0.417,4/24/2018,25122000000,-92000000,141000000,-347000000,4575000000,2160000000,14016000000,1385000000,-287000000,1712000000,9356000000,-126000000
30,-0.161510077,0.103886398,-0.084314941,-0.226499084,0.117105758,ACAD,2962000,-56000,1532188000,112616000,-31173000,-2627000,282000,-626000,19857000,-10736000,33.21,12000,39634000,,,697000,,,-66311000,,-1000,-0.53,0.09,-0.62,1,0,,,-4056000,-65248000,0,5907000,,5536000,19388000,,,1,,,,-65248000,-65248000,-65248000,15254000,371419000,,32.75,-66311000,2844000,,,,,,245000,,-73000,2991000,9/30/2017,149189000,-1154801000,62255000,,254009000,0.145,8/9/2017,413714000,7897000,-58401000,19332000,401972000,36143000,36388000,101889000,1063000,35578000,377326000,-73000
31,0.411918225,-0.120563533,-0.022583559,0.116999312,-0.09867381,ACAD,8786000,-7000,1559343000,69418000,-43198000,-3122000,633000,5824000,21870000,13070000,29.41,12000,-102307000,,,701000,,,-68859000,,-1000,-0.55,0.03,-0.58,1,0,,,145869000,-67752000,1119000,5538000,,5248000,-18086000,,,1,,,,-68871000,-68871000,-68871000,18430000,329747000,,33.52,-68859000,2829000,,,,,,191000,,-399000,2662000,12/31/2017,149189000,-1223671000,65539000,,271924000,0.051999997,11/8/2017,384506000,4791000,-29895000,-18093000,373477000,49030000,49221000,112421000,1107000,43562000,335285000,-399000
32,-0.218067754,-0.018273472,0.112857143,-0.039753467,-0.223665189,ACAD,2996000,-448000,1582823000,116328000,47260000,-5102000,-177000,-5790000,20276000,-908000,24.915,12000,42761000,,,761000,,,-54819000,,-2000,-0.44,0.11,-0.55,1,0,,,6107000,-53649000,647000,5169000,,5583000,90066000,,,1,,,,-54296000,-54296000,-54296000,23348000,299000000,,27.77,-54819000,3148000,,,,,,782000,,-699000,2709000,3/31/2018,,-1277967000,60926000,,181735000,0.2,2/28/2018,351040000,2880000,-45236000,89618000,340014000,46089000,46871000,103687000,1170000,48868000,304169000,-699000
33,-0.505701079,-0.275192047,-0.469927297,-0.539477462,0.104112855,ACAD,3333000,-115000,1606441000,74182000,-41860000,-3251000,959000,267000,20756000,2949000,17.8,12000,51670000,,,711000,,,-64079000,,4000,-0.51,-0.06,-0.45,0,1,,,5393000,-63047000,219000,4800000,,4737000,-3827000,,2900000,1,,,,-63266000,-63266000,-63266000,26682000,259920000,,17.5,-64079000,3404000,,,,,,1026000,,-500000,2760000,6/30/2018,,-1341233000,69472000,,182673000,-0.133,5/4/2018,314960000,2953000,-40875000,-3942000,301096000,49214000,50240000,121142000,1032000,57063000,264720000,-500000
34,-0.553948832,-0.108888889,0.033505155,-0.084474886,0.181905843,ACHN,8133000,-213000,925113000,52094000,16703000,-62000,,5227000,2546000,-5222000,4.81,138000,15620000,,,277000,,,-20463000,,,-0.14,0.04,-0.18,1,0,,,-15620000,-19338000,0,,-8000,,33547000,169000,30065000,1,,,-96000,-19338000,-19338000,-19338000,291000,345737000,,4.7,-20463000,358000,,,,,,100000,,-63000,3013000,9/30/2017,,-579451000,4843000,370000,269636000,0.222,8/9/2017,360442000,-59000,-16572000,33334000,327006000,14436000,14705000,20463000,1125000,0,345737000,-63000
35,-0.337748344,-0.1507431,0.015228426,0.078167116,0.01242252,ACHN,5253000,-79000,927420000,43496000,-8598000,231000,,-2890000,2794000,2535000,4.05,138000,15684000,,,284000,,,-24355000,,,-0.17,-0.01,-0.16,0,1,,,-15684000,-23203000,0,,-13000,,11701000,131000,30511000,1,,,-69000,-23203000,-23203000,-23203000,1595000,324515000,,3.96,-24355000,348000,,,465000,,,83000,,-389000,2816000,12/31/2017,,-602654000,8671000,301000,256578000,-0.063,11/3/2017,337613000,29000,-20249000,11622000,303938000,12884000,13098000,24355000,1152000,0,324515000,-389000
36,-0.297619048,0.031468531,-0.144927536,-0.387966805,0.001693481,ACHN,2445000,-178000,931059000,36922000,-6574000,-290000,,-2800000,2741000,-3450000,2.955,138000,14750000,,,289000,,,-20065000,,,-0.15,-0.01,-0.14,0,1,,,-14750000,-20588000,0,,-12000,,16456000,92000,2989000,1,,,-58000,-20588000,-20588000,-20588000,350000,307270000,,2.99,-20065000,340000,,,,724000,,66000,,-685000,2737000,3/31/2018,,-623242000,5315000,243000,266942000,-0.071,2/23/2018,315566000,1246000,-24098000,16278000,309500000,8138000,8296000,20065000,-523000,0,307270000,-685000
37,-0.173669468,0.43902439,0.113207547,0.113207547,-0.059354243,ACRX,1246000,-534000,257627000,67936000,5788000,727000,486000,128000,4891000,-443000,2.78,49000,5942000,,,440000,,,-8861000,,,-0.28,-0.01,-0.27,0,1,,,-4455000,-13013000,0,,-3687000,969000,-7565000,13151000,,1,,,-3514000,-13013000,-13013000,-13013000,1343000,-30309000,,3,-8861000,385000,-204000,,,833000,,85029000,,,11287000,9/30/2017,,-287985000,4406000,22405000,,-0.037,8/3/2017,82743000,13106000,-6784000,-534000,71071000,14872000,113052000,10348000,-4152000,1487000,-30309000,
38,-0.360655738,-0.093023256,-0.338983051,-0.22,0.015267472,ACRX,1424000,90000,261310000,52902000,-15034000,-190000,-140000,-1000,3353000,534000,1.98,51000,4638000,,,356000,,,-7807000,,,-0.2,0,-0.2,0,1,,,-3898000,-10588000,-703000,,-3506000,956000,-7565000,11369000,,1,,,-3514000,-9885000,-9885000,-9885000,1533000,-36509000,,1.9,-7807000,1088000,,,,966000,,87032000,,,11051000,12/31/2017,,-297870000,3909000,19096000,7567000,0,11/10/2017,75552000,-883000,-6676000,-7475000,63413000,13660000,112061000,8547000,-2781000,740000,-36509000,
39,-0.46031746,-0.055555556,-0.227272727,-0.484848485,0.111225635,ACRX,2300000,-208000,262531000,43603000,-9299000,761000,290000,695000,3954000,-1631000,1.9,51000,4627000,,,149000,,,-8269000,,,-0.23,0.01,-0.24,1,0,,,-4284000,-11592000,0,,-3459000,666000,5000,9494000,,1,,,-1863000,-11592000,-11592000,-11592000,772000,-46880000,,1.75,-8269000,1088000,,,,820000,,89946000,,,11067000,3/31/2018,,-309462000,3985000,17414000,7573000,0.042,3/8/2018,65813000,-1722000,-7374000,-203000,53658000,13253000,112693000,8612000,-3323000,343000,-46880000,
40,-0.038461538,0.086956522,0.351351351,0.295336788,0,ACRX,1804000,-179000,270984000,33273000,-10330000,-1000,3000,-408000,4095000,298000,2.5,53000,4027000,,,144000,,,-7153000,,,-0.2,0,-0.2,0,1,,,-3209000,-10539000,2000,,-3581000,663000,-9249000,7539000,,1,,,-1899000,-10541000,-10541000,-10541000,1125000,-48966000,,2.5,-7153000,736000,,,,722000,,92834000,,,10923000,6/30/2018,,-320003000,3944000,15678000,16849000,0,5/10/2018,64620000,5508000,-6410000,-9428000,52961000,13213000,113586000,7971000,-3386000,818000,-48966000,
41,0.26490698,0.007599747,-0.072411381,-0.050262655,0.051092143,ADI,,,,,,,,,,,83.72,,,,,,,,,,,1.45,0.09,1.36,1,0,,,,,,,,,,,,,,,,,,,,,,82.13,,,,,,,,,,,,10/31/2017,,,,,,0.066,8/30/2017,,,,,,,,,,,,
42,0.359281437,0.048439788,0.175571555,0.135553929,-0.031433342,ADI,,,,,,,,,,,90.19,,,,,,,,,,,1.42,0.13,1.29,1,0,,,,,,,,,,,,,,,,,,,,,,92.62,,,,,,,,,,,,1/31/2018,,,,,,0.101,11/21/2017,,,,,,,,,,,,
43,0.121293145,-0.016208147,0.034885025,0.168291756,-0.023135728,ADI,,,,,,,,,,,90.15,,,,,,,,,,,1.45,0.07,1.38,1,0,,,,,,,,,,,,,,,,,,,,,,94.5,,,,,,,,,,,,4/30/2018,,,,,,0.051,2/28/2018,,,,,,,,,,,,
44,0.139838184,0.080595306,0.023086928,0.058777342,0.006231208,ADI,,,,,,,,,,,94.98,,,,,,,,,,,1.53,0.07,1.46,1,0,,,,,,,,,,,,,,,,,,,,,,93.07,,,,,,,,,,,,7/31/2018,,,,,,0.048,5/30/2018,,,,,,,,,,,,
45,-0.06433008,0.019333011,-0.077629565,-0.044187627,0.009673309,ADM,3449000000,-244000000,,518000000,424000000,-172000000,-426000000,498000000,176000000,341000000,42.59,2390000000,14015000000,,,232000000,,-180000000,334000000,,,0.45,-0.11,0.56,0,1,,,812000000,225000000,30000000,3939000000,-79000000,8326000000,-314000000,6595000000,5179000000,1,60000000,60000000,284000000,192000000,192000000,195000000,4125000000,13631000000,,42.64,334000000,755000000,11000000,-11000000,5662000000,6633000000,,2871000000,2000000,-1843000000,9956000000,9/30/2017,,17023000000,476000000,7336000000,261000000,-0.19600001,8/1/2017,38969000000,-50000000,841000000,-367000000,19140000000,11873000000,21339000000,14493000000,-109000000,14827000000,17570000000,-1843000000
46,-0.017894012,0.004458001,0.005165532,0.027357811,-0.046375423,ADM,3894000000,-353000000,,804000000,64000000,-33000000,-840000000,440000000,-733000000,194000000,40.87,2398000000,15131000000,,,240000000,,-186000000,476000000,,,0.82,0.12,0.7,1,0,,2374000000,939000000,543000000,-249000000,1544000000,-84000000,9173000000,375000000,6623000000,5180000000,1,62000000,62000000,155000000,788000000,788000000,792000000,4069000000,14395000000,,40.74,476000000,802000000,66000000,2000000,5647000000,6605000000,,2395000000,3000000,-1637000000,10138000000,12/31/2017,,17552000000,460000000,7493000000,,0.171,10/31/2017,39963000000,-39000000,56000000,47000000,19925000000,12570000000,21588000000,15594000000,67000000,16070000000,18313000000,-1637000000
47,-0.077062969,0.010452962,0.010956175,-0.046724583,0.033901552,ADM,3340000000,-196000000,,797000000,-117000000,-185000000,-600000000,-567000000,-75000000,-2775000000,42,2428000000,14637000000,,,235000000,,-190000000,376000000,,,0.68,0.18,0.5,1,0,,,889000000,464000000,68000000,3970000000,-91000000,9820000000,-134000000,6657000000,5242000000,1,64000000,64000000,1473000000,393000000,393000000,396000000,4676000000,14762000000,,40.21,376000000,859000000,-6000000,4000000,5354000000,5886000000,,2362000000,4000000,-1451000000,10123000000,3/31/2018,,17755000000,509000000,9000000000,,0.36,2/6/2018,41100000000,1277000000,-3574000000,2180000000,20906000000,13285000000,22304000000,15150000000,88000000,15526000000,18732000000,-1451000000
48,-0.008087432,0.073574639,0.052655996,0.055103464,-0.007742545,ADM,2609000000,-183000000,,851000000,310000000,155000000,1756000000,-698000000,-220000000,-1403000000,45.03,2489000000,15887000000,,,239000000,,-189000000,621000000,,,1.02,0.25,0.77,1,0,,,1181000000,652000000,86000000,3834000000,-89000000,7953000000,-134000000,5981000000,5388000000,1,55000000,55000000,-1283000000,566000000,566000000,566000000,4068000000,14876000000,,45.6,621000000,938000000,19000000,3000000,5520000000,5819000000,,2291000000,,-1911000000,9948000000,6/30/2018,,18132000000,560000000,7623000000,,0.325,5/1/2018,38755000000,-1453000000,395000000,1368000000,18647000000,11718000000,19990000000,16447000000,31000000,17068000000,18710000000,-1911000000
49,0.603448276,-0.060606061,0.010869565,0.273972603,-0.078252197,ADMP,1750293,-841322,152005442,23312476,12574394,179484,-46093,-143803,2711874,406405,4.3,3369,2092270,,,754925,,,-5699808,,,-0.21,-0.05,-0.16,0,1,,7640622,1295951,-6769309,0,16305710,-52635,996088,,2705894,,1,,,-116776,-6769309,-6769309,-6769309,1001186,22085334,,4.65,-5699808,42500,,,1004818,37390,,828556,,,5795256,9/30/2017,1248187,-105971916,5747572,5185327,,-0.312,11/15/2017,56308565,16328764,-2903373,-850997,26524477,6742449,10276899,9088029,-1069501,3388221,46031666,-5229
50,-0.176470588,0.029411765,-0.176470588,-0.337121212,-0.028987537,ADMP,2919120,-606380,153546932,17323241,-5984592,181570,-828470,987442,1200189,493219,3.4,3369,1781705,,,743789,,,-8366570,,,-0.24,-0.09,-0.15,0,1,,7640622,1060128,-8365063,-339391,15686687,-51751,1824558,,2583109,,1,,,-118226,-8025672,-8025672,-8025672,830090,16220175,,3.5,-8366570,54655,,,1017480,21541,,485002,,,6559664,12/31/2017,3582850,-113997588,5843848,5067101,,-0.6,4/2/2018,51403158,-132726,-5246586,-605280,21461530,8787563,11855674,11208403,1507,2841833,39547484,-5229
51,0.107187631,0.044137931,0.010680908,0.031937683,0.087145041,ADP,112600000,-73300000,869800000,2363600000,-2098400000,-81700000,,-24500000,117100000,-254900000,115.63,63900000,1803800000,,,87200000,,-253700000,544800000,,14200000,0.91,0.06,0.85,1,0,,1757300000,1275000000,548200000,146700000,687300000,-28000000,,-149600000,2002100000,26800000,1,,,128500000,401500000,401500000,401500000,1788700000,1508800000,,103.5,544800000,1386700000,-1689400000,,26737100000,26163100000,,1419000000,,-344600000,800400000,9/30/2017,,14872400000,667600000,2131500000,113200000,0.071,7/27/2017,35661100000,-2064700000,244700000,-292600000,31002600000,28286600000,31707700000,2534000000,3400000,3078800000,3953400000,-11852700000
52,0.327657616,0.035906643,0.032477409,0.164480323,-0.009227888,ADP,136800000,-45000000,903500000,1773400000,7776600000,-255400000,,21800000,26100000,75600000,114.34,63900000,1877400000,,,94800000,,-253000000,573800000,,34900000,0.99,0.09,0.9,1,0,,2164300000,1358000000,565700000,98200000,832700000,-27500000,,-438600000,2002400000,7400000,1,,,-134800000,467500000,467500000,467500000,2045500000,934200000,,115,573800000,1391200000,8891000000,,35527900000,35033600000,,1361000000,,-432600000,799900000,12/31/2017,,15060100000,714900000,2002400000,3200000,0.1,11/2/2017,44545500000,8345000000,430400000,-1033700000,39350000000,37250900000,40614300000,2661600000,-8100000,3235400000,3931200000,-12096300000
53,0.184760224,0.030890008,0.021649049,0.015978471,0.02307417,ADP,105700000,-41300000,964100000,2293600000,-414900000,97800000,,-28400000,80000000,246100000,123.63,63900000,2007200000,,,96300000,,-278400000,872300000,,4000000,1.52,0.08,1.44,1,0,,2263300000,1685800000,852600000,209500000,875300000,-18600000,,-402000000,2002400000,7300000,1,,,-500000,643100000,643100000,643100000,2043400000,890600000,,120.27,872300000,1411000000,-501400000,,34377000000,34534400000,,1292700000,,-638800000,794600000,3/31/2018,,15466100000,743300000,2002400000,,0.055999998,1/31/2018,44065500000,-922100000,1134900000,-631700000,38714000000,36741200000,40036300000,2820700000,-19700000,3693000000,4029200000,-12464900000
54,0.142637299,0.04173974,-0.016637696,0.004651163,0.02707132,ADP,135400000,-46500000,1014800000,2170000000,-6902800000,-52500000,,29200000,386100000,134400000,122.06,63900000,1879900000,90100000,,99300000,,-278600000,549500000,,-47300000,0.92,0.02,0.9,1,0,,2243500000,1438700000,204600000,95900000,886400000,-28600000,,-431600000,2002400000,7200000,1,,,-500000,108700000,108700000,108700000,1984200000,329700000,,123.01,549500000,1107900000,-6365100000,,27892500000,28062800000,,1213100000,,-680800000,793700000,6/30/2018,,15271300000,816800000,2002400000,3300000,0.022,5/2/2018,37088700000,-7014100000,705200000,-546600000,32050000000,30413600000,33629100000,2769100000,-344900000,3318600000,3459600000,-12890400000
55,-0.211398277,-0.048,0.172413793,0.012765957,0.028987537,ADRO,1479000,-1929000,512436000,159040000,-24775000,2028000,,-5174000,4823000,13871000,12.25,8000,24454000,4283000,,1033000,,,-29263000,,535000,-0.33,0.03,-0.36,1,0,,8602000,-20660000,-28394000,-3874000,30822000,,,-21051000,,27999000,1,,,,-24520000,-24520000,-24520000,13857000,216990000,,12,-29263000,5467000,,,,16922000,,174428000,,1701000,28280000,9/30/2017,,-257731000,8458000,,186467000,0.083000004,8/4/2017,465131000,18118000,-20448000,-22980000,363961000,34289000,208717000,33057000,869000,3794000,256414000,1701000
56,-0.453333333,-0.023809524,-0.297142857,-0.453333333,0.047628049,ADRO,,-1772000,,,-1426000,359000,,-4069000,9792000,-285000,6.45,,24540000,,,1025000,,,-29699000,,8000,-0.34,0.02,-0.36,1,0,,,-20784000,-27082000,0,,,,22094000,,,1,,,,-26132000,-26132000,-26132000,,,,5.9,-29699000,,,,,25684000,,,,,,12/31/2017,,,9045000,,,0.055999998,3/2/2018,,2540000,-24296000,20322000,,,,33455000,1622000,0,,
57,-0.248704663,-0.18079096,0.150793651,-0.121212121,0.040546094,ADRO,1847000,-2119000,524997000,100279000,-57335000,288000,,-2965000,5059000,-2719000,7.55,8000,19763000,,,1230000,,,-22333000,,171000,-0.28,0.07,-0.35,1,0,,8972000,-13136000,-21515000,-21000,31843000,,,-35403000,,20541000,1,,,,-21494000,-21494000,-21494000,18197000,156144000,,7.3,-22333000,468000,,,,25333000,,189501000,,2621000,30168000,3/31/2018,,-330667000,9045000,,207029000,0.2,5/3/2018,422806000,617000,-20601000,-37522000,330814000,36346000,225847000,28960000,818000,6627000,196959000,2621000
58,0.750989394,-0.008159971,-0.028799719,0.263392347,0.038660724,ADSK,93300000,-12900000,,1025200000,-148900000,-42200000,,14600000,77000000,-4100000,114.97,1930800000,73500000,64700000,,20700000,,,-100000000,,200000,-0.12,0.01,-0.13,1,0,,1588700000,441800000,-111200000,8600000,61600000,-9200000,,78300000,1585400000,273300000,1,,,,-119800000,-119800000,-119800000,307800000,-1543000000,,115,-100000000,208400000,,-7200000,4400000,1366100000,,709300000,,-155500000,148100000,10/31/2017,191800000,-1668000000,341300000,1585400000,428700000,0.077,8/25/2017,4152000000,-156200000,-51100000,58200000,1871900000,1750000000,4044700000,615300000,-11200000,515300000,107300000,-155500000
59,0.728518223,0.048745057,0.167879932,0.162655453,-0.172687468,ADSK,,-16700000,,,15000000,231400000,,0,100700000,-1400000,109.34,,0,,,23200000,,,-88200000,,-4000000,-0.09,0.02,-0.11,1,0,,,0,-63800000,0,55200000,-8400000,,64900000,,198600000,1,,,,0,-82400000,-82400000,,-1931400000,,114.03,-88200000,216700000,,-600000,6200000,1663400000,,,,,,1/31/2018,172800000,,381800000,,,0.18200001,11/29/2017,,-11700000,-16900000,47600000,,,,642000000,-110100000,0,,
60,0.445261635,0.097911705,0.119652531,0.054172896,0.138669584,ADSK,103500000,-16700000,,1093000000,15000000,231400000,,-286200000,100700000,-1400000,137.7,2001000000,63200000,67000000,,20500000,,,-32800000,,-4000000,0.06,0.03,0.03,1,0,,1604900000,496700000,-63800000,18600000,46900000,-13200000,,64900000,1586600000,179900000,1,,,,-82400000,-82400000,-82400000,206700000,-1780400000,,133.01,-32800000,223500000,,-600000,4500000,1523300000,,600800000,,-133800000,158200000,4/30/2018,172800000,-1995800000,349300000,1586600000,199900000,1,3/7/2018,3911400000,-11700000,-16900000,47600000,1698000000,1852600000,4040000000,592700000,-31000000,559900000,-128600000,-133800000
61,0.235064011,0.094030556,0.207684952,0.087776995,-0.045430568,ADSK,82200000,-20000000,,895400000,-197600000,-27200000,,18200000,45600000,9300000,132.75,2012500000,66400000,81500000,,18800000,,,-8500000,,-7400000,0.19,0.03,0.16,1,0,,1658700000,545300000,-23400000,16000000,23700000,-2300000,,-28400000,1587200000,128100000,1,,,,-39400000,-39400000,-39400000,234400000,-1924000000,,132.71,-8500000,276900000,,-5400000,,1530300000,,572300000,,-150900000,146800000,7/31/2018,180800000,-2103200000,365800000,1587200000,274400000,0.188,5/25/2018,3833000000,-145600000,43300000,-87900000,1598800000,1915100000,4074600000,620200000,-14900000,611700000,-241600000,-150900000
62,-0.433106576,-0.019607843,-0.090909091,-0.107142857,0.019802627,ADVM,1580000,-186000,420811000,31713000,-7810000,,,37000,2952000,319000,2.55,5000,10272000,,,536000,,,-14571000,,-211000,-0.32,-0.03,-0.29,0,1,,,-9809000,-13829000,0,5000000,,,2811000,74000,,1,,,100000,-13829000,-13829000,-13829000,,175992000,,2.5,-14571000,340000,,,,4206000,,7531000,,-551000,3347000,9/30/2017,,-239273000,4762000,74000,154929000,-0.103,8/10/2017,198210000,-239000,-9985000,2625000,189523000,9613000,17218000,15034000,742000,463000,180992000,-551000
63,0.034482759,-0.166666667,0.176470588,0.034482759,-0.016807118,ADVM,,-216000,,,82197000,,,0,3612000,899000,2.95,,12014000,,,459000,,,0,,,-0.32,0.01,-0.33,1,0,,,-11553000,-17200000,0,,,,25599000,157000,,1,,,100000,0,-17200000,-17200000,,,,2.9,-17946000,,,,,2224000,,7046000,,,,12/31/2017,,,5368000,157000,,0.03,11/9/2017,,69798000,-12984000,25383000,,,,0,806000,0,,
64,1.571428571,-0.027027027,1.360655738,1.571428571,-0.035339366,ADVM,685000,-216000,512173000,152716000,82197000,,,-754000,3612000,899000,6.95,7000,12794000,,,459000,,,-17946000,,,-0.3,-0.01,-0.29,0,1,,,-12578000,-17200000,0,5000000,,,25599000,,,1,,,100000,-17200000,-17200000,-17200000,,241043000,,7.15,-17946000,140000,,,,1961000,,1841000,,-1021000,2820000,3/31/2018,,-265116000,5368000,,94321000,-0.034,3/7/2018,257158000,69798000,-12984000,25383000,249198000,9274000,11115000,18162000,746000,216000,246043000,-1021000
65,0.982142857,-0.112,-0.195652174,0.707692308,0.052643733,ADVM,2125000,-166000,518275000,155451000,3733000,,,947000,5622000,251000,5.85,6000,11217000,,,640000,,,-15503000,,,-0.3,0.01,-0.31,1,0,,,-10724000,-18810000,0,5000000,,,15062000,,,1,,,-88000,-18810000,-18810000,-18810000,,228447000,,5.5,-15503000,1138000,,,,2039000,,1764000,,-908000,2525000,6/30/2018,,-283926000,4779000,,79425000,0.032,5/9/2018,246585000,187000,-11350000,14896000,237922000,11374000,13138000,15996000,-3307000,493000,233447000,-908000
66,-0.101289833,0.028211806,0.086448062,0.033144352,-0.002959207,AEM,383061000,-256965000,37254000,855466000,-88470000,651000,-63850000,57353000,18621000,-11574000,47.24,5262855000,262173000,,,118312000,,-17563000,128328000,,-4780000,0.29,0.13,0.16,1,0,,696809000,317835000,105002000,34047000,,-20298000,511327000,-8627000,1372409000,,1,,,-1346000,70955000,70955000,70955000,7744000,4222742000,,48.52,128328000,81036000,-104000,-25000,200121000,30218000,,1140105000,-6897000,223730000,5389334000,9/30/2017,,-604288000,27986000,1375892000,133363000,0.812,7/27/2017,7875200000,-12139000,194066000,-265617000,1708021000,443135000,2955649000,451680000,-23326000,580008000,4919551000,223730000
67,-0.112925993,-0.030202822,-0.068797629,0.011729531,0.032650485,AEM,144135000,-296277000,37254000,632978000,-222488000,-4256000,7750000,-44033000,44929000,14865000,45.45,5288432000,285189000,,,129478000,,-20285000,83632000,,-2013000,0.21,0.02,0.19,1,0,,696809000,280065000,62974000,27876000,,-10247000,500976000,-9036000,1371851000,,1,,,-2134000,35098000,35098000,35098000,109191000,4250182000,,45.69,83632000,80706000,-104000,-2000,31192000,46438000,,1211023000,6677000,217102000,5626552000,12/31/2017,,-595797000,28570000,1377178000,133694000,0.105,10/26/2017,7865601000,-10101000,166930000,-377304000,1461534000,333821000,2918610000,481622000,-20658000,565254000,4946991000,217102000
68,-0.08008089,-0.041508639,0.009318837,-0.003941318,-0.008610275,AEM,276555000,-348573000,37254000,452258000,-180720000,-1734000,24550000,-10439000,1236000,17124000,45.1,5292409000,295326000,,,134370000,,-22649000,86154000,,639000,0.15,-0.02,0.17,0,1,,696809000,283109000,69353000,24423000,,-21816000,467048000,-6166000,1372380000,,1,,,-920000,44930000,44930000,44930000,29610000,4243240000,,45.76,86154000,86315000,-104000,22000,156405000,29824000,,1228438000,-1099000,150649000,5874610000,3/31/2018,,-540263000,33461000,1375179000,113389000,-0.118,2/15/2018,7876444000,-34348000,207706000,-354717000,1218710000,335577000,2936395000,492281000,-16801000,578435000,4940049000,150649000
69,0.001375831,0.054321584,-0.104939537,-0.012884268,0.006618762,AEM,324396000,-250221000,37254000,708270000,256012000,255000,12768000,30258000,16082000,-67707000,43.96,5322229000,303695000,,,138469000,,-19418000,40069000,,-3168000,0.01,-0.07,0.08,0,1,,696809000,252587000,40408000,35436000,,-25293000,440047000,12940000,1720873000,,1,,,349175000,4972000,4972000,4972000,44379000,4235349000,,44.09,40069000,105978000,-2181000,793000,206864000,26952000,,1255864000,4466000,133700000,5990183000,6/30/2018,,-561025000,30647000,1722967000,86157000,-0.875,4/27/2018,8278687000,340498000,120087000,-201405000,1485717000,369792000,3346529000,516213000,339000,556282000,4932158000,133700000
70,-0.395035078,-0.060352054,0.012646793,-0.273963731,0.074744955,AEO,,,,,,,,,,,12.08,,,,,,,,,,,0.37,-0.01,0.38,0,1,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,10/31/2017,,,,,,-0.025999999,8/23/2017,,,,,,,,,,,,
71,-0.04787234,0.237327189,0.264521193,0.450045005,0.023920184,AEO,,,,,,,,,,,16.5,,,,,,,,,,,0.44,0,0.44,0,1,,,,,,,,,,,,,,,,,,,,,,16.85,,,,,,,,,,,,1/31/2018,,,,,,0,12/6/2017,,,,,,,,,,,,
